Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2015,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,8.5
2010,66285,Diesel,Manual,First,19.5,1199.0,75.0,5.0,3.0
2012,66000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,21.0
2016,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.75
2013,45200,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,23.0
2016,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.75
2017,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.29
2014,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.79
2017,32324,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,30.5
2011,49999,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.8
2014,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,4.45
2012,54000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.3
2009,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,1.75
2011,72000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,5.5
2017,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.35
2017,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5.0,22.5
2013,57478,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,5.25
2011,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.75
2015,50624,Diesel,Manual,First,24.2,1498.0,98.6,7.0,6.32
2018,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,7.75
2006,87000,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,1.37
2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.1
2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.3
2015,70000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.0
2017,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,23.5
2006,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.8
2013,62000,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,12.5
2015,51000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.74
2016,26038,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.43
2018,37713,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,31.62
2011,78088,Petrol,Manual,First,12.4,1998.0,132.0,8.0,6.3
2017,30453,Diesel,Manual,First,22.77,1498.0,98.59,5.0,8.45
2016,54000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.0
2011,190000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0
2012,65097,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.7
2018,28060,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,93.67
2012,282000,Petrol,Manual,First,13.14,1798.0,160.0,5.0,3.3
2009,111000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.51
2013,63295,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.09
2015,35770,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.95
2012,125928,Diesel,Manual,First,22.7,1582.0,126.24,5.0,9.0
2015,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,4.25
2013,21000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,23.5
2011,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,6.35
2014,41123,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.4
2017,17465,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,93.0
2014,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,21.6
2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.0
2018,12000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.5
2012,34000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,19.25
2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.95
2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5.0,4.25
2018,28937,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17.02
2012,82085,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.5
2011,68465,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.95
2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5.0,7.12
2018,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.25
2009,65055,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.75
2015,120000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,12.0
2014,64241,Petrol,Manual,First,20.14,1197.0,81.86,5.0,3.67
2008,2200,Petrol,Manual,First,15.7,1390.0,75.0,5.0,2.3
2008,88123,Diesel,Manual,First,18.7,1896.0,66.0,5.0,2.2
2014,79000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,41.0
2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,28.5
2015,23001,Petrol,Manual,First,15.04,1598.0,103.2,5.0,5.49
2013,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,17.5
2009,75000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,1.99
2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5.0,6.64
2017,67000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5
2016,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.0
2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.4
2017,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.99
2011,95936,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.1
2018,5354,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.76
2016,42000,Petrol,Manual,Second,18.78,999.0,75.0,5.0,5.5
2014,44282,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.99
2012,70000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,2.59
2013,31400,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.75
2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5
2011,53000,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.0
2014,21727,Petrol,Manual,First,15.6,1196.0,70.02,5.0,3.35
2012,43000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,10.75
2013,75000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.29
2014,73557,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.75
2012,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,13.5
2013,54885,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.75
2011,76000,Diesel,Manual,Second,14.0,2498.0,112.0,7.0,3.75
2006,101000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.5
2005,66000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,1.45
2013,84360,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.12
2016,25121,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.11
2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,10.25
2011,66035,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.49
2015,190000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,3.85
2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.88
2016,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45
2007,162000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,4.8
2012,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.99
2010,70600,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
2011,25000,Petrol,Automatic,Second,12.3,1796.0,185.0,5.0,22.0
2012,75000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,4.3
2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,9.75
2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.9
2013,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5
2009,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.4
2008,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.11
2017,22526,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.6
2012,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5.0,3.6
2013,72000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,6.0
2014,83128,Diesel,Manual,First,15.4,2179.0,120.0,7.0,7.45
2011,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.1
2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,5.2
2017,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.36
2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.62
2015,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5.0,43.6
2009,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5.0,4.9
2015,75863,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.7
2013,54000,CNG,Manual,First,33.54,998.0,67.04,5.0,3.05
2014,24000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.0
2018,33218,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.05
2015,33425,Petrol,Manual,First,17.43,1396.0,105.5,5.0,4.5
2013,47000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.15
2015,41000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,11.9
2011,62000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.1
2016,47035,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.95
2008,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.4
2007,55000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.65
2014,70669,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.0
2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
2011,65000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.5
2009,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.95
2017,2000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,34.0
2015,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0
2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,4.45
2010,26000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.5
2011,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,14.5
2015,2800,Diesel,Manual,First,26.1,1498.0,99.0,5.0,8.41
2014,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,5.45
2015,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.9
2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.65
2015,65000,Diesel,Automatic,Second,18.56,1995.0,190.0,5.0,29.0
2013,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.5
2008,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,5.4
2016,37429,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.89
2016,46000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45
2011,67031,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.0
2013,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,45.0
2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.94
2011,32531,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,8.0
2013,71336,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.1
2006,196000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.25
2015,28193,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.25
2019,2526,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,83.96
2013,85000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,21.0
2015,20780,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.3
2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,5.25
2010,35000,Petrol,Automatic,Second,11.9,4806.0,550.0,5.0,32.0
2013,36000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.9
2007,67000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,2.2
2016,34079,Diesel,Manual,First,25.32,1198.0,77.0,6.0,3.7
2010,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,11.27
2013,86000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.41
2015,110000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.0
2015,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5.0,5.8
2016,41840,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.52
2015,19317,Diesel,Manual,First,13.0,2982.0,168.7,7.0,24.5
2014,41000,CNG,Manual,First,24.6,1193.0,55.23,5.0,3.25
2017,25601,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,56.73
2015,83950,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.95
2012,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.5
2015,50000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.0
2009,37000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.0
2011,76976,Petrol,Manual,Second,19.7,796.0,46.3,5.0,2.15
2018,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.89
2015,62000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.25
2007,1261,Petrol,Manual,First,19.0,1194.0,94.68,5.0,6.0
2017,59450,Petrol,Manual,First,18.6,1197.0,81.86,5.0,7.53
2018,24465,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.45
2014,55000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.84
2017,2000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.65
2017,25040,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.74
2008,84000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.5
2007,170428,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,5.7
2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.8
2012,88000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,36.5
2012,86000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,9.5
2013,45000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.55
2012,51000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3.9
2007,92000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,2.7
2017,29000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,31.0
2009,70521,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,10.3
2010,51000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,7.75
2012,52618,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2
2013,68000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,4.85
2016,29022,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,34.08
2017,80000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.1
2016,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.35
2012,100000,Petrol,Manual,First,20.92,998.0,67.1,5.0,1.8
2015,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42
2010,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7.0,5.34
2018,14000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.99
2011,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.75
2014,46738,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.1
2013,54884,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.69
2012,74500,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,15.0
2016,67472,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5
2013,84000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.65
2011,77400,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2.5
2017,14470,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,38.5
2014,52108,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.49
2013,40000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.55
2014,105044,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10.75
2016,24347,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.0
2014,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,4.5
2014,49663,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.42
2017,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.6
2016,13418,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,33.63
2008,117080,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,2.25
2010,74000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,12.95
2014,66882,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,25.02
2014,41460,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95
2011,57000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.4
2015,34010,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,4.95
2010,96813,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.5
2011,84000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3.25
2013,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,4.02
2016,67995,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.73
2012,55000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,9.5
2017,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.6
2013,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.0
2015,40194,Petrol,Manual,First,15.04,1598.0,103.2,5.0,5.55
2015,96000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5
2017,35000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,41.6
2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.41
2014,50000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.5
2008,26299,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.2
2015,150386,Diesel,Manual,First,14.24,2755.0,174.5,7.0,23.0
2012,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.74
2013,65000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.9
2017,80000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0
2012,92000,Diesel,Manual,Third,22.32,1582.0,126.32,5.0,4.0
2016,13000,Petrol,Automatic,First,12.95,1999.0,152.88,5.0,17.75
2013,73278,Diesel,Manual,First,21.1,1248.0,73.9,5.0,5.05
2011,38000,Petrol,Automatic,First,10.8,1984.0,132.0,5.0,12.0
2016,46936,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,29.6
2015,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5
2014,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.75
2016,42259,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,24.36
2011,14000,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,3.2
2016,16956,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.6
2017,15473,Petrol,Manual,First,16.8,796.0,34.2,5.0,3.58
2011,75000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,2.5
2013,96000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,3.5
2015,25000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,25.0
2010,38000,Petrol,Manual,Second,22.5,998.0,67.04,5.0,1.75
2005,54000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0
2018,4131,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.75
2016,31700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.45
2017,66988,Diesel,Automatic,First,15.4,2179.0,120.0,7.0,10.0
2014,54230,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.5
2015,35000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.4
2010,62714,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,4.5
2015,45295,Petrol,Manual,First,18.9,998.0,67.1,5.0,4.3
2018,7000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,46.0
2016,57000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.4
2013,40100,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.5
2013,56000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.1
2012,15000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.65
2014,14000,Petrol,Manual,First,18.2,1199.0,82.5,5.0,3.0
2009,68000,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,3.95
2012,83000,Diesel,Automatic,First,11.9,2496.0,163.2,5.0,6.75
2013,81504,Diesel,Manual,First,21.43,1364.0,87.2,5.0,6.53
2015,73500,Diesel,Manual,First,13.0,2982.0,168.5,7.0,22.0
2013,52900,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,4.75
2017,20000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.99
2011,46000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.05
2010,65000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.4
2007,42000,Petrol,Manual,Third,18.2,998.0,67.1,5.0,1.3
2016,36681,Diesel,Manual,First,23.59,1364.0,67.06,5.0,6.71
2014,67000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,7.2
2016,18000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.4
2015,56409,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.63
2016,65263,CNG,Manual,First,17.5,1373.0,80.46,7.0,7.5
2018,20300,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,14.21
2010,45008,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0
2017,21799,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.11
2011,57328,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.39
2017,35358,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,22.99
2009,46946,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2.35
2012,39772,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2.85
2014,58000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.5
2014,52000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,5.99
2008,152000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,3.0
2016,42700,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.6
2014,60000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,24.0
2015,33195,Petrol,Manual,First,19.1,1197.0,85.8,5.0,6.26
2010,110000,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.7
2016,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,35.0
2015,64399,Diesel,Manual,First,21.9,1396.0,90.0,5.0,5.02
2015,55000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.1
2012,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5
2014,33485,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.59
2015,32000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,4.65
2009,71400,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,3.8
2016,41713,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.5
2017,46000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.9
2015,52950,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.35
2015,29500,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.15
2012,63888,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,22.58
2016,60000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.65
2010,59196,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.25
2016,121362,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.0
2013,78000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.5
2015,59000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,21.0
2012,95000,Diesel,Automatic,Second,22.48,1995.0,190.0,5.0,17.5
2010,84000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.41
2014,64557,Diesel,Automatic,Second,12.7,2179.0,187.7,5.0,29.93
2009,68078,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.02
2009,149706,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0
2013,25984,Petrol,Manual,First,15.8,1499.0,110.0,5.0,5.35
2017,15544,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.65
2015,34000,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,22.0
2013,24000,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,5.95
2011,95000,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,2.35
2014,52000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.1
2012,135000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.4
2017,39000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.45
2013,45306,Diesel,Automatic,Second,11.2,2993.0,241.0,4.0,42.5
2010,140000,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.75
2010,55000,LPG,Manual,Second,13.45,1086.0,62.1,5.0,1.65
2015,67415,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11.03
2016,25562,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.5
2016,30292,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.3
2014,84056,Petrol,Manual,First,18.88,999.0,123.24,5.0,6.75
2017,62691,Diesel,Manual,First,26.21,1248.0,88.5,5.0,7.5
2013,87000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,15.5
2015,52513,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
2016,43983,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,7.58
2013,90121,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2
2011,50000,Diesel,Automatic,Third,16.77,2967.0,241.38,5.0,21.0
2011,42500,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,5.25
2016,62192,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.22
2011,128000,Diesel,Manual,Third,19.2,1461.0,65.0,5.0,2.0
2018,38394,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18
2013,37287,Petrol,Manual,First,26.0,624.0,35.0,4.0,1.74
2011,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.45
2017,39419,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.95
2014,55000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.64
2016,7000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,6.9
2011,85000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,13.95
2013,51000,Diesel,Automatic,Second,20.58,1995.0,143.0,5.0,17.0
2012,90000,Diesel,Manual,Second,13.93,2179.0,138.03,7.0,4.6
2010,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.21
2017,36458,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.34
2006,109000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,1.5
2015,49000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,22.99
2010,45000,Diesel,Automatic,First,14.7,2993.0,241.4,6.0,40.0
2008,68000,Petrol,Manual,Third,19.7,796.0,46.3,5.0,1.2
2011,54000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.9
2016,28000,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,13.9
2016,38500,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,7.85
2016,17738,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,54.45
